artist,date,year,dayofweek,weekend,starttime,endtime,durationminutes,stage,mainstage
Superpitcher,2010-07-25,2010,Sunday,Weekend 1,19:00:00,20:30:00,90,unknown,False
James Zabiela,2010-07-25,2010,Sunday,Weekend 1,19:00:00,20:30:00,90,unknown,False
Nicolaz,2010-07-25,2010,Sunday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Psytox,2010-07-25,2010,Sunday,Weekend 1,18:45:00,20:30:00,105,unknown,False
Bitkit (live),2010-07-25,2010,Sunday,Weekend 1,18:30:00,20:00:00,90,unknown,False
Davidov,2010-07-25,2010,Sunday,Weekend 1,18:30:00,20:00:00,90,unknown,False
Mark Knight vs Dirty South,2010-07-25,2010,Sunday,Weekend 1,18:00:00,20:00:00,120,unknown,False
Drop The Lime,2010-07-25,2010,Sunday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Marco Remus,2010-07-25,2010,Sunday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Real El Canario,2010-07-25,2010,Sunday,Weekend 1,17:45:00,19:00:00,75,unknown,False
Arno Cost & Norman Doray,2010-07-25,2010,Sunday,Weekend 1,17:30:00,19:30:00,120,unknown,False
Paul Oakenfold,2010-07-25,2010,Sunday,Weekend 1,17:30:00,19:30:00,120,unknown,False
Dominik Eulberg,2010-07-25,2010,Sunday,Weekend 1,17:30:00,19:00:00,90,unknown,False
Nick Warren,2010-07-25,2010,Sunday,Weekend 1,17:30:00,19:00:00,90,unknown,False
Miss DJax,2010-07-25,2010,Sunday,Weekend 1,17:15:00,18:00:00,45,unknown,False
Marcus Vector,2010-07-25,2010,Sunday,Weekend 1,17:00:00,18:45:00,105,unknown,False
Gentil & Nathan Fix,2010-07-25,2010,Sunday,Weekend 1,17:00:00,18:30:00,90,unknown,False
TLP,2010-07-25,2010,Sunday,Weekend 1,16:45:00,17:45:00,60,unknown,False
Norion,2010-07-25,2010,Sunday,Weekend 1,16:30:00,18:30:00,120,unknown,False
Mowgli,2010-07-25,2010,Sunday,Weekend 1,16:30:00,18:00:00,90,unknown,False
Joachim Garraud,2010-07-25,2010,Sunday,Weekend 1,16:00:00,18:00:00,120,unknown,False
Kim Fai,2010-07-25,2010,Sunday,Weekend 1,16:00:00,17:30:00,90,unknown,False
Robag Whrume,2010-07-25,2010,Sunday,Weekend 1,16:00:00,17:30:00,90,unknown,False
Sander Kleinenberg,2010-07-25,2010,Sunday,Weekend 1,16:00:00,17:30:00,90,unknown,False
The Opposites,2010-07-25,2010,Sunday,Weekend 1,16:00:00,16:45:00,45,unknown,False
Du Art,2010-07-25,2010,Sunday,Weekend 1,15:45:00,17:15:00,90,unknown,False
Gareth Emery,2010-07-25,2010,Sunday,Weekend 1,15:30:00,17:30:00,120,unknown,False
Ya'Mo,2010-07-25,2010,Sunday,Weekend 1,15:30:00,17:00:00,90,unknown,False
00.db,2010-07-25,2010,Sunday,Weekend 1,15:30:00,16:30:00,60,unknown,False
Dufrain,2010-07-25,2010,Sunday,Weekend 1,15:15:00,17:00:00,105,unknown,False
Boy 8 Bit,2010-07-25,2010,Sunday,Weekend 1,15:00:00,16:30:00,90,unknown,False
Jörg Burger,2010-07-25,2010,Sunday,Weekend 1,15:00:00,16:00:00,60,unknown,False
diMaro,2010-07-25,2010,Sunday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Rank 1 (live),2010-07-25,2010,Sunday,Weekend 1,15:00:00,15:30:00,30,unknown,False
Albin Meyers & Jonas Sellberg,2010-07-25,2010,Sunday,Weekend 1,14:30:00,16:00:00,90,unknown,False
Dave Lambert,2010-07-25,2010,Sunday,Weekend 1,14:30:00,16:00:00,90,unknown,False
16 bit lolitas,2010-07-25,2010,Sunday,Weekend 1,14:30:00,16:00:00,90,unknown,False
Bold,2010-07-25,2010,Sunday,Weekend 1,14:15:00,15:45:00,90,unknown,False
Guy'Do,2010-07-25,2010,Sunday,Weekend 1,14:00:00,15:30:00,90,unknown,False
RED D,2010-07-25,2010,Sunday,Weekend 1,13:30:00,15:15:00,105,unknown,False
Surfing Leons,2010-07-25,2010,Sunday,Weekend 1,13:30:00,15:00:00,90,unknown,False
Tobias Thomas,2010-07-25,2010,Sunday,Weekend 1,13:30:00,15:00:00,90,unknown,False
Neon,2010-07-25,2010,Sunday,Weekend 1,13:30:00,15:00:00,90,unknown,False
Menno De Jong,2010-07-25,2010,Sunday,Weekend 1,13:15:00,15:00:00,105,unknown,False
Sarah Main,2010-07-25,2010,Sunday,Weekend 1,13:00:00,14:30:00,90,unknown,False
Marco Nastic,2010-07-25,2010,Sunday,Weekend 1,12:45:00,14:15:00,90,unknown,False
Vibrasphere (live),2010-07-25,2010,Sunday,Weekend 1,12:30:00,14:00:00,90,unknown,False
Arnold Deejay,2010-07-25,2010,Sunday,Weekend 1,12:30:00,14:00:00,90,unknown,False
Tom Leclercq & Barry Fore,2010-07-25,2010,Sunday,Weekend 1,12:00:00,14:30:00,150,unknown,False
Edward Molton,2010-07-25,2010,Sunday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Raph,2010-07-25,2010,Sunday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Shumi,2010-07-25,2010,Sunday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Moonflower,2010-07-25,2010,Sunday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Joeri,2010-07-25,2010,Sunday,Weekend 1,11:30:00,14:30:00,180,unknown,False
Philip,2010-07-25,2010,Sunday,Weekend 1,11:30:00,14:30:00,180,unknown,False
Alex M.O.R.P.H,2010-07-25,2010,Sunday,Weekend 1,11:30:00,13:15:00,105,unknown,False
Winner Beatport Contest,2010-07-25,2010,Sunday,Weekend 1,11:30:00,13:00:00,90,unknown,False
Tension,2010-07-25,2010,Sunday,Weekend 1,11:30:00,13:00:00,90,unknown,False
Dejan Milcevic,2010-07-25,2010,Sunday,Weekend 1,11:15:00,12:45:00,90,unknown,False
MK,2010-07-25,2010,Sunday,Weekend 1,11:00:00,12:30:00,90,unknown,False
The Viper,2010-07-25,2010,Sunday,Weekend 1,23:00:00,00:00:00,60,q-dance stage,False
Luna & Crypsis,2010-07-25,2010,Sunday,Weekend 1,21:45:00,23:00:00,75,q-dance stage,False
Zany & The Beholder,2010-07-25,2010,Sunday,Weekend 1,20:30:00,21:45:00,75,q-dance stage,False
Tuneboy,2010-07-25,2010,Sunday,Weekend 1,19:15:00,20:30:00,75,q-dance stage,False
Frontliner,2010-07-25,2010,Sunday,Weekend 1,18:00:00,19:15:00,75,q-dance stage,False
Psyko Punkz,2010-07-25,2010,Sunday,Weekend 1,16:45:00,18:00:00,75,q-dance stage,False
Pavo,2010-07-25,2010,Sunday,Weekend 1,15:45:00,16:45:00,60,q-dance stage,False
Davide Sonar,2010-07-25,2010,Sunday,Weekend 1,15:15:00,15:45:00,30,q-dance stage,False
Brennan Heart,2010-07-25,2010,Sunday,Weekend 1,14:00:00,15:15:00,75,q-dance stage,False
Ruthless,2010-07-25,2010,Sunday,Weekend 1,13:00:00,14:00:00,60,q-dance stage,False
Fenix,2010-07-25,2010,Sunday,Weekend 1,12:00:00,13:00:00,60,q-dance stage,False
Chuckie,2010-07-25,2010,Sunday,Weekend 1,22:30:00,00:00:00,90,mainstage,True
David Guetta,2010-07-25,2010,Sunday,Weekend 1,20:30:00,22:30:00,120,mainstage,True
John Dahlbäck,2010-07-25,2010,Sunday,Weekend 1,19:00:00,20:30:00,90,mainstage,True
Laidback Luke,2010-07-25,2010,Sunday,Weekend 1,17:30:00,19:00:00,90,mainstage,True
Sound of Stereo,2010-07-25,2010,Sunday,Weekend 1,16:00:00,17:30:00,90,mainstage,True
Hardwell,2010-07-25,2010,Sunday,Weekend 1,14:30:00,16:00:00,90,mainstage,True
Ida Engberg,2010-07-25,2010,Sunday,Weekend 1,13:00:00,14:30:00,90,mainstage,True
Ben Dover DJ's,2010-07-25,2010,Sunday,Weekend 1,11:30:00,13:00:00,90,mainstage,True
Josh Wink,2010-07-25,2010,Sunday,Weekend 1,22:00:00,00:00:00,120,café d'anvers,False
Loco Dice,2010-07-25,2010,Sunday,Weekend 1,20:00:00,22:00:00,120,café d'anvers,False
Sneak vs Derrick Carter,2010-07-25,2010,Sunday,Weekend 1,18:00:00,20:00:00,120,café d'anvers,False
Steve Bug,2010-07-25,2010,Sunday,Weekend 1,16:00:00,18:00:00,120,café d'anvers,False
Bartholomeo,2010-07-25,2010,Sunday,Weekend 1,14:40:00,16:00:00,80,café d'anvers,False
Hermanez,2010-07-25,2010,Sunday,Weekend 1,13:20:00,14:40:00,80,café d'anvers,False
Smos & Baby Bee,2010-07-25,2010,Sunday,Weekend 1,12:00:00,13:20:00,80,café d'anvers,False
Ralpheus,2010-07-25,2010,Sunday,Weekend 1,11:30:00,12:00:00,30,café d'anvers,False
Johan Gielen & Cor Fijneman back2back (Airscape),2010-07-24,2010,Saturday,Weekend 1,23:30:00,01:00:00,90,unknown,False
Tom de Neef,2010-07-24,2010,Saturday,Weekend 1,23:30:00,01:00:00,90,unknown,False
Grooverider,2010-07-24,2010,Saturday,Weekend 1,23:30:00,01:00:00,90,unknown,False
KetaLoco All Stars,2010-07-24,2010,Saturday,Weekend 1,23:00:00,01:00:00,120,unknown,False
Roska,2010-07-24,2010,Saturday,Weekend 1,23:00:00,01:00:00,120,unknown,False
Richie Hawtin,2010-07-24,2010,Saturday,Weekend 1,23:00:00,01:00:00,120,unknown,False
Raoul,2010-07-24,2010,Saturday,Weekend 1,23:00:00,00:30:00,90,unknown,False
Activa,2010-07-24,2010,Saturday,Weekend 1,23:00:00,00:00:00,60,unknown,False
Jon O'Bir,2010-07-24,2010,Saturday,Weekend 1,23:00:00,00:00:00,60,unknown,False
Dave Lambert & Elektrokid,2010-07-24,2010,Saturday,Weekend 1,22:30:00,23:30:00,60,unknown,False
Scooter,2010-07-24,2010,Saturday,Weekend 1,22:30:00,23:30:00,60,unknown,False
Martin Solveig,2010-07-24,2010,Saturday,Weekend 1,22:30:00,01:00:00,150,unknown,False
Derrick May,2010-07-24,2010,Saturday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Friction feat. MC ID,2010-07-24,2010,Saturday,Weekend 1,22:00:00,23:30:00,90,unknown,False
Zomby,2010-07-24,2010,Saturday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Leon Bolier,2010-07-24,2010,Saturday,Weekend 1,22:00:00,23:00:00,60,unknown,False
Stijn,2010-07-24,2010,Saturday,Weekend 1,21:00:00,23:00:00,120,unknown,False
Licious,2010-07-24,2010,Saturday,Weekend 1,21:00:00,23:00:00,120,unknown,False
Marco Carola,2010-07-24,2010,Saturday,Weekend 1,21:00:00,23:00:00,120,unknown,False
Jeff Mills,2010-07-24,2010,Saturday,Weekend 1,21:00:00,22:30:00,90,unknown,False
Regi,2010-07-24,2010,Saturday,Weekend 1,21:00:00,22:30:00,90,unknown,False
Lange,2010-07-24,2010,Saturday,Weekend 1,21:00:00,22:00:00,60,unknown,False
Murdock & Netsky feat. Quest One MC,2010-07-24,2010,Saturday,Weekend 1,21:00:00,22:00:00,60,unknown,False
Roma,2010-07-24,2010,Saturday,Weekend 1,20:30:00,22:30:00,120,unknown,False
Bart B More,2010-07-24,2010,Saturday,Weekend 1,20:30:00,22:30:00,120,unknown,False
Torsten Kanzler,2010-07-24,2010,Saturday,Weekend 1,20:00:00,22:00:00,120,unknown,False
James Blake,2010-07-24,2010,Saturday,Weekend 1,20:00:00,22:00:00,120,unknown,False
Marc Houle,2010-07-24,2010,Saturday,Weekend 1,20:00:00,21:00:00,60,unknown,False
W&W,2010-07-24,2010,Saturday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Wontime & MC Mush,2010-07-24,2010,Saturday,Weekend 1,20:00:00,21:00:00,60,unknown,False
Ben Klock & Marcel Dettmann,2010-07-24,2010,Saturday,Weekend 1,19:30:00,21:00:00,90,unknown,False
Delafino,2010-07-24,2010,Saturday,Weekend 1,19:30:00,21:00:00,90,unknown,False
DJ Ward,2010-07-24,2010,Saturday,Weekend 1,19:30:00,21:00:00,90,unknown,False
X-ian,2010-07-24,2010,Saturday,Weekend 1,19:30:00,20:30:00,60,unknown,False
Manu Kenton vs Max Walder,2010-07-24,2010,Saturday,Weekend 1,19:30:00,20:00:00,30,unknown,False
don Santos,2010-07-24,2010,Saturday,Weekend 1,19:00:00,21:00:00,120,unknown,False
Wally Lopez,2010-07-24,2010,Saturday,Weekend 1,19:00:00,20:30:00,90,unknown,False
Solarstone,2010-07-24,2010,Saturday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Icicle,2010-07-24,2010,Saturday,Weekend 1,19:00:00,20:00:00,60,unknown,False
Mike S,2010-07-24,2010,Saturday,Weekend 1,18:30:00,19:30:00,60,unknown,False
Shortstuff,2010-07-24,2010,Saturday,Weekend 1,18:00:00,20:00:00,120,unknown,False
Magda,2010-07-24,2010,Saturday,Weekend 1,18:00:00,20:00:00,120,unknown,False
Carl Craig & Radio Slave,2010-07-24,2010,Saturday,Weekend 1,18:00:00,19:30:00,90,unknown,False
DJ Ghost,2010-07-24,2010,Saturday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Niels Feijen,2010-07-24,2010,Saturday,Weekend 1,18:00:00,19:30:00,90,unknown,False
DJ Wout,2010-07-24,2010,Saturday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Andy Moor,2010-07-24,2010,Saturday,Weekend 1,18:00:00,19:00:00,60,unknown,False
Kasra & One87 feat. DMC,2010-07-24,2010,Saturday,Weekend 1,18:00:00,19:00:00,60,unknown,False
Caspar,2010-07-24,2010,Saturday,Weekend 1,17:00:00,19:00:00,120,unknown,False
Bingoplayers,2010-07-24,2010,Saturday,Weekend 1,17:00:00,19:00:00,120,unknown,False
Tofke,2010-07-24,2010,Saturday,Weekend 1,17:00:00,18:30:00,90,unknown,False
Heartthrob (live),2010-07-24,2010,Saturday,Weekend 1,17:00:00,18:00:00,60,unknown,False
Airbase,2010-07-24,2010,Saturday,Weekend 1,17:00:00,18:00:00,60,unknown,False
Foxy Lady & MC Elvee,2010-07-24,2010,Saturday,Weekend 1,17:00:00,18:00:00,60,unknown,False
Robert Hood,2010-07-24,2010,Saturday,Weekend 1,16:30:00,18:00:00,90,unknown,False
Franky Kloeck,2010-07-24,2010,Saturday,Weekend 1,16:30:00,18:00:00,90,unknown,False
Don Camilo ft. Isaac Maine,2010-07-24,2010,Saturday,Weekend 1,16:30:00,18:00:00,90,unknown,False
Push,2010-07-24,2010,Saturday,Weekend 1,16:30:00,18:00:00,90,unknown,False
Hyetal,2010-07-24,2010,Saturday,Weekend 1,16:00:00,18:00:00,120,unknown,False
2Dirty,2010-07-24,2010,Saturday,Weekend 1,16:00:00,17:00:00,60,unknown,False
First State,2010-07-24,2010,Saturday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Urban Forms feat. Mc Divine,2010-07-24,2010,Saturday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Daniel Bovie & Roy Rox,2010-07-24,2010,Saturday,Weekend 1,15:30:00,17:00:00,90,unknown,False
Davoodi,2010-07-24,2010,Saturday,Weekend 1,15:30:00,16:30:00,60,unknown,False
The Tech-nicals,2010-07-24,2010,Saturday,Weekend 1,15:00:00,17:00:00,120,unknown,False
Barem,2010-07-24,2010,Saturday,Weekend 1,15:00:00,17:00:00,120,unknown,False
Len Faki,2010-07-24,2010,Saturday,Weekend 1,15:00:00,16:30:00,90,unknown,False
Mr Cliff,2010-07-24,2010,Saturday,Weekend 1,15:00:00,16:30:00,90,unknown,False
Phill & Steve,2010-07-24,2010,Saturday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Three Drives,2010-07-24,2010,Saturday,Weekend 1,15:00:00,16:00:00,60,unknown,False
The Nitwits,2010-07-24,2010,Saturday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Lamont,2010-07-24,2010,Saturday,Weekend 1,14:30:00,16:00:00,90,unknown,False
Nicolas Clays,2010-07-24,2010,Saturday,Weekend 1,14:30:00,15:30:00,60,unknown,False
Dominico,2010-07-24,2010,Saturday,Weekend 1,14:00:00,15:30:00,90,unknown,False
Sixty69Nine,2010-07-24,2010,Saturday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Hobo (live),2010-07-24,2010,Saturday,Weekend 1,14:00:00,15:00:00,60,unknown,False
DJ Apsara,2010-07-24,2010,Saturday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Speedwagon & Stykz,2010-07-24,2010,Saturday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Vertesse,2010-07-24,2010,Saturday,Weekend 1,13:30:00,15:00:00,90,unknown,False
DJ Ward,2010-07-24,2010,Saturday,Weekend 1,13:00:00,16:30:00,210,unknown,False
Spacid,2010-07-24,2010,Saturday,Weekend 1,13:00:00,15:00:00,120,unknown,False
Danny C,2010-07-24,2010,Saturday,Weekend 1,13:00:00,14:30:00,90,unknown,False
DonoVan,2010-07-24,2010,Saturday,Weekend 1,13:00:00,14:00:00,60,unknown,False
Fred Nova,2010-07-24,2010,Saturday,Weekend 1,13:00:00,14:00:00,60,unknown,False
Z Nox,2010-07-24,2010,Saturday,Weekend 1,13:00:00,14:00:00,60,unknown,False
Dice & Kastor,2010-07-24,2010,Saturday,Weekend 1,12:30:00,14:30:00,120,unknown,False
Stefan K & Senor Funk,2010-07-24,2010,Saturday,Weekend 1,12:30:00,14:00:00,90,unknown,False
Don Cabron,2010-07-24,2010,Saturday,Weekend 1,12:00:00,15:00:00,180,unknown,False
Ambivalent,2010-07-24,2010,Saturday,Weekend 1,12:00:00,14:00:00,120,unknown,False
Sandro Keejan,2010-07-24,2010,Saturday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Kr!z,2010-07-24,2010,Saturday,Weekend 1,00:00:00,01:00:00,60,unknown,False
John O'Callaghan,2010-07-24,2010,Saturday,Weekend 1,00:00:00,01:00:00,60,unknown,False
The Prophet,2010-07-24,2010,Saturday,Weekend 1,22:30:00,00:00:00,90,q-dance stage,False
Paul Langley,2010-07-24,2010,Saturday,Weekend 1,22:00:00,00:00:00,120,q-dance stage,False
Deepack,2010-07-24,2010,Saturday,Weekend 1,21:00:00,22:30:00,90,q-dance stage,False
Coone,2010-07-24,2010,Saturday,Weekend 1,19:30:00,21:00:00,90,q-dance stage,False
Zatox,2010-07-24,2010,Saturday,Weekend 1,18:15:00,19:30:00,75,q-dance stage,False
D-Block & S-te-Fan,2010-07-24,2010,Saturday,Weekend 1,16:45:00,18:15:00,90,q-dance stage,False
Wildstylez,2010-07-24,2010,Saturday,Weekend 1,15:15:00,16:45:00,90,q-dance stage,False
The Pitcher,2010-07-24,2010,Saturday,Weekend 1,14:15:00,15:15:00,60,q-dance stage,False
Isaac,2010-07-24,2010,Saturday,Weekend 1,13:00:00,14:15:00,75,q-dance stage,False
Dr Rude,2010-07-24,2010,Saturday,Weekend 1,12:00:00,13:00:00,60,q-dance stage,False
The Playah,2010-07-24,2010,Saturday,Weekend 1,00:00:00,01:00:00,60,q-dance stage,False
Dirty South,2010-07-24,2010,Saturday,Weekend 1,23:30:00,01:00:00,90,mainstage,True
Dimitri Vegas & Like Mike,2010-07-24,2010,Saturday,Weekend 1,22:30:00,23:30:00,60,mainstage,True
Swedish House Mafia,2010-07-24,2010,Saturday,Weekend 1,20:00:00,22:30:00,150,mainstage,True
Dada Life,2010-07-24,2010,Saturday,Weekend 1,18:30:00,20:00:00,90,mainstage,True
Dennis Ferrer,2010-07-24,2010,Saturday,Weekend 1,17:00:00,18:30:00,90,mainstage,True
Afrojack,2010-07-24,2010,Saturday,Weekend 1,15:30:00,17:00:00,90,mainstage,True
Yves V,2010-07-24,2010,Saturday,Weekend 1,14:00:00,15:30:00,90,mainstage,True
The Oddword,2010-07-24,2010,Saturday,Weekend 1,12:30:00,14:00:00,90,mainstage,True
Joris Voorn,2010-07-24,2010,Saturday,Weekend 1,23:00:00,01:00:00,120,café d'anvers,False
Karotte,2010-07-24,2010,Saturday,Weekend 1,21:00:00,23:00:00,120,café d'anvers,False
Extrawelt (live),2010-07-24,2010,Saturday,Weekend 1,19:30:00,21:00:00,90,café d'anvers,False
Cassy,2010-07-24,2010,Saturday,Weekend 1,17:00:00,19:30:00,150,café d'anvers,False
Ricardo Villalobos,2010-07-24,2010,Saturday,Weekend 1,14:00:00,17:00:00,180,café d'anvers,False
Patrick Schmidt,2010-07-24,2010,Saturday,Weekend 1,13:00:00,14:00:00,60,café d'anvers,False
Prinz,2010-07-24,2010,Saturday,Weekend 1,12:00:00,13:00:00,60,café d'anvers,False
Marco Remus,2011-07-24,2011,Sunday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Pinch & Gemmy feat. MC Pokes,2011-07-24,2011,Sunday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Dimitri Vegas & Like Mike,2011-07-24,2011,Sunday,Weekend 1,22:30:00,00:00:00,90,unknown,False
Steve Angello,2011-07-24,2011,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Sasha,2011-07-24,2011,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Richie Hawtin,2011-07-24,2011,Sunday,Weekend 1,22:00:00,00:00:00,120,unknown,False
Pet Trio: Pet Duo vs Miss DJax,2011-07-24,2011,Sunday,Weekend 1,21:30:00,22:30:00,60,unknown,False
Steve Aoki vs Afrojack,2011-07-24,2011,Sunday,Weekend 1,21:30:00,00:00:00,150,unknown,False
N-Type,2011-07-24,2011,Sunday,Weekend 1,21:00:00,22:30:00,90,unknown,False
David Tort,2011-07-24,2011,Sunday,Weekend 1,21:00:00,22:30:00,90,unknown,False
M.A.N.D.Y,2011-07-24,2011,Sunday,Weekend 1,21:00:00,22:00:00,60,unknown,False
Groove Armada presents Red Light,2011-07-24,2011,Sunday,Weekend 1,20:30:00,22:00:00,90,unknown,False
Dada Life,2011-07-24,2011,Sunday,Weekend 1,20:30:00,21:30:00,60,unknown,False
Marco Carola,2011-07-24,2011,Sunday,Weekend 1,20:00:00,22:00:00,120,unknown,False
Frank Kvitta,2011-07-24,2011,Sunday,Weekend 1,20:00:00,21:30:00,90,unknown,False
Kryptic Minds feat. SP:MC,2011-07-24,2011,Sunday,Weekend 1,19:30:00,21:00:00,90,unknown,False
Sidney Samson,2011-07-24,2011,Sunday,Weekend 1,19:30:00,21:00:00,90,unknown,False
James Zabiela,2011-07-24,2011,Sunday,Weekend 1,19:30:00,21:00:00,90,unknown,False
Autoerotique,2011-07-24,2011,Sunday,Weekend 1,19:30:00,20:30:00,60,unknown,False
AN21 & Max Vangeli,2011-07-24,2011,Sunday,Weekend 1,19:00:00,20:30:00,90,unknown,False
"Barem (live - After The Storm, Album Tour)",2011-07-24,2011,Sunday,Weekend 1,19:00:00,20:00:00,60,unknown,False
DJ Rush,2011-07-24,2011,Sunday,Weekend 1,18:30:00,20:00:00,90,unknown,False
Felix Cartal,2011-07-24,2011,Sunday,Weekend 1,18:30:00,19:30:00,60,unknown,False
Grimelock,2011-07-24,2011,Sunday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Regi,2011-07-24,2011,Sunday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Riva Starr,2011-07-24,2011,Sunday,Weekend 1,18:00:00,19:30:00,90,unknown,False
Huma Noyd (live),2011-07-24,2011,Sunday,Weekend 1,17:45:00,18:30:00,45,unknown,False
Third Party,2011-07-24,2011,Sunday,Weekend 1,17:30:00,19:00:00,90,unknown,False
MYBACK,2011-07-24,2011,Sunday,Weekend 1,17:30:00,18:30:00,60,unknown,False
Magda,2011-07-24,2011,Sunday,Weekend 1,17:00:00,19:00:00,120,unknown,False
NGA (Allspark & Gaz feat. Mc Nice),2011-07-24,2011,Sunday,Weekend 1,17:00:00,18:00:00,60,unknown,False
Uffie,2011-07-24,2011,Sunday,Weekend 1,17:00:00,17:30:00,30,unknown,False
Michael Woods,2011-07-24,2011,Sunday,Weekend 1,16:30:00,18:00:00,90,unknown,False
Du Art,2011-07-24,2011,Sunday,Weekend 1,16:15:00,17:45:00,90,unknown,False
Audiofly,2011-07-24,2011,Sunday,Weekend 1,16:00:00,18:00:00,120,unknown,False
Barry Fore,2011-07-24,2011,Sunday,Weekend 1,16:00:00,17:30:00,90,unknown,False
Bunzer0,2011-07-24,2011,Sunday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Mustard Pimp,2011-07-24,2011,Sunday,Weekend 1,16:00:00,17:00:00,60,unknown,False
Heartthrob (live),2011-07-24,2011,Sunday,Weekend 1,16:00:00,17:00:00,60,unknown,False
R3hab vs Quintino,2011-07-24,2011,Sunday,Weekend 1,15:00:00,16:30:00,90,unknown,False
Cyrax & Numerus,2011-07-24,2011,Sunday,Weekend 1,15:00:00,16:00:00,60,unknown,False
TAI,2011-07-24,2011,Sunday,Weekend 1,15:00:00,16:00:00,60,unknown,False
Alex Flatner,2011-07-24,2011,Sunday,Weekend 1,14:45:00,16:15:00,90,unknown,False
Norman Doray,2011-07-24,2011,Sunday,Weekend 1,14:30:00,16:00:00,90,unknown,False
Ambivalent,2011-07-24,2011,Sunday,Weekend 1,14:00:00,16:00:00,120,unknown,False
Iris Menza,2011-07-24,2011,Sunday,Weekend 1,14:00:00,15:30:00,90,unknown,False
Sound of Stereo,2011-07-24,2011,Sunday,Weekend 1,14:00:00,15:00:00,60,unknown,False
Science,2011-07-24,2011,Sunday,Weekend 1,13:30:00,15:00:00,90,unknown,False
Angger Dimas,2011-07-24,2011,Sunday,Weekend 1,13:30:00,15:00:00,90,unknown,False
Gaetano Parisio,2011-07-24,2011,Sunday,Weekend 1,13:15:00,14:45:00,90,unknown,False
Dave Lambert,2011-07-24,2011,Sunday,Weekend 1,13:00:00,14:30:00,90,unknown,False
Gtronic,2011-07-24,2011,Sunday,Weekend 1,13:00:00,14:00:00,60,unknown,False
Fabrizio Maurizi,2011-07-24,2011,Sunday,Weekend 1,12:30:00,14:00:00,90,unknown,False
Radio Ultra Modern Sunday,2011-07-24,2011,Sunday,Weekend 1,12:00:00,23:30:00,690,unknown,False
Subreachers,2011-07-24,2011,Sunday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Swanky Tunes,2011-07-24,2011,Sunday,Weekend 1,12:00:00,13:30:00,90,unknown,False
Danny Corten,2011-07-24,2011,Sunday,Weekend 1,12:00:00,13:00:00,60,unknown,False
Jacob Van Hage,2011-07-24,2011,Sunday,Weekend 1,12:00:00,13:00:00,60,unknown,False
Matthew Hoag vs Dejan Milcevic,2011-07-24,2011,Sunday,Weekend 1,11:15:00,13:15:00,120,unknown,False
